ortholog	function	Homo_sapiens	Mus_musculus
ENOG410V4AE	Tyrosine kinase	ENSP00000308176, ENSP00000370912, ENSP00000398655, ENSP00000264316, ENSP00000469726, ENSP00000308774	ENSMUSP00000109234, ENSMUSP00000071836, ENSMUSP00000107884, ENSMUSP00000020664, ENSMUSP00000033617
ENOG410V4AF	Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity)	ENSP00000361280, ENSP00000303147	ENSMUSP00000044288, ENSMUSP00000087118
ENOG410VBEK	Nasal embryonic LHRH factor	ENSP00000360530	ENSMUSP00000097908
ENOG410V9GW	RNA binding motif protein 17	ENSP00000369218	ENSMUSP00000041831
ENOG410V9GV	UbiA prenyltransferase domain containing 1	ENSP00000366006	ENSMUSP00000058502
ENOG410V9GU	helicase (DNA) B	ENSP00000247815	ENSMUSP00000020449
ENOG410V9GT	Olfactory receptor	ENSP00000373194, ENSP00000373193, ENSP00000393889, ENSP00000347003	ENSMUSP00000072631, ENSMUSP00000052798, ENSMUSP00000093690, ENSMUSP00000049578, ENSMUSP00000128358, ENSMUSP00000078873, ENSMUSP00000073737, ENSMUSP00000074825
ENOG410V9GS	Adhesion molecule with Ig-like domain	ENSP00000266581, ENSP00000358878	ENSMUSP00000059913, ENSMUSP00000061244
ENOG410V9GR	DCP1 decapping enzyme homolog b (S. cerevisiae)	ENSP00000280665	ENSMUSP00000108397, ENSMUSP00000022535
ENOG410V9GQ	Small nuclear ribonucleoprotein	ENSP00000254193	ENSMUSP00000117947
ENOG410V9GP	Chromosome 1 open reading frame 216	ENSP00000425166	ENSMUSP00000095496
ENOG410V9GZ	OMA1 zinc metallopeptidase homolog (S. cerevisiae)	ENSP00000360270	ENSMUSP00000045269
ENOG410V9GY	Disrupted in schizophrenia 1	ENSP00000355593	ENSMUSP00000095914
ENOG410V9GF	emopamil binding protein (sterol isomerase)	ENSP00000417052, ENSP00000471792	ENSMUSP00000033509
ENOG410V9GD	chromosome 14 open reading frame 166B	ENSP00000377369, ENSP00000341179	ENSMUSP00000097699, ENSMUSP00000093183
ENOG410V9GC	Spermatogenesis associated 16	ENSP00000341765	ENSMUSP00000043378
ENOG410V9GB	Discs, large (Drosophila) homolog-associated protein	ENSP00000316377, ENSP00000400258	ENSMUSP00000123078, ENSMUSP00000122896
ENOG410V9GA	RAB member of RAS oncogene family-like	ENSP00000470126, ENSP00000378958, ENSP00000376871	ENSMUSP00000023294
ENOG410V9GN	GATA binding protein 1 (globin transcription factor 1)	ENSP00000469059, ENSP00000365858	ENSMUSP00000033502
ENOG410V9GM	surfactant protein B	ENSP00000377409	ENSMUSP00000066805
ENOG410V9GK	Coagulation factor II (Thrombin) receptor-like 3	ENSP00000248076	ENSMUSP00000054426
ENOG410V9GJ	Popeye domain containing	ENSP00000254765, ENSP00000313172, ENSP00000264231	ENSMUSP00000093382, ENSMUSP00000023494, ENSMUSP00000019994
ENOG410V9GI	Serine peptidase inhibitor, Kunitz type, 2	ENSP00000301244	ENSMUSP00000096204
ENOG410V9GH	von Willebrand factor A domain containing 5A	ENSP00000376504	ENSMUSP00000042582, ENSMUSP00000001544
ENOG410V9G6	scaffold attachment factor	ENSP00000292123, ENSP00000252542	ENSMUSP00000049112, ENSMUSP00000092849
ENOG410V9G5	Heat shock 70kDa protein	ENSP00000404524, ENSP00000396486, ENSP00000409151, ENSP00000372881, ENSP00000382915, ENSP00000364801, ENSP00000408907, ENSP00000393087, ENSP00000364805, ENSP00000364802, ENSP00000408347, ENSP00000375399, ENSP00000406359, ENSP00000375391, ENSP00000403530, ENSP00000227378, ENSP00000247207, ENSP00000310219	ENSMUSP00000015800, ENSMUSP00000084586, ENSMUSP00000007248, ENSMUSP00000128525, ENSMUSP00000079306
ENOG410V9G4	nuclear distribution C homolog (A. nidulans)	ENSP00000319664	ENSMUSP00000030665
ENOG410V9G3	Small glutamine-rich tetratricopeptide repeat (TPR)-containing	ENSP00000370395, ENSP00000221566	ENSMUSP00000041307, ENSMUSP00000005067
ENOG410V9G2	Lin-37 homolog (C. elegans)	ENSP00000301159	ENSMUSP00000048557
ENOG410V9G1	SET and MYND domain containing 4	ENSP00000304360	ENSMUSP00000047505
ENOG410V9G0	Succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	ENSP00000364649	ENSMUSP00000010007
ENOG410V9G9	ES1 protein homolog, mitochondrial-like	ENSP00000291577	ENSMUSP00000001242
ENOG410V9G8	chromosome 2 open reading frame 73	ENSP00000381631	ENSMUSP00000045288
ENOG410WHDY	kringle containing transmembrane protein 1	ENSP00000331242	ENSMUSP00000020662
ENOG410WHDQ	valosin containing protein (p97) p47 complex interacting protein 1	ENSP00000309031	ENSMUSP00000051248
ENOG410WHDR	Tumor necrosis factor, alpha-induced protein 3	ENSP00000237289	ENSMUSP00000019997
ENOG410WHDS	zinc finger, RAN-binding domain containing 1	ENSP00000352676	ENSMUSP00000033265
ENOG410WHDK	Cartilage associated protein	ENSP00000323696	ENSMUSP00000081941
ENOG410WHDE	mindbomb E3 ubiquitin protein ligase 1	ENSP00000261537	ENSMUSP00000054428
ENOG410WHD5	Zinc finger protein 609	ENSP00000316527	ENSMUSP00000124089
ENOG410VNUI	cystin 1	ENSP00000371234	ENSMUSP00000073796
ENOG410VC1A	kelch-like 30 (Drosophila)	ENSP00000386389	ENSMUSP00000027533
ENOG410VC1G	C-terminal binding protein	ENSP00000311825, ENSP00000290921	ENSMUSP00000130294, ENSMUSP00000078682
ENOG410VC1F	family with sequence similarity 190, member A	ENSP00000329482	ENSMUSP00000040251
ENOG410VC1D	Zinc finger protein	ENSP00000458062, ENSP00000397163	ENSMUSP00000055517
ENOG410VC1K	GID complex subunit 4, VID24 homolog (S. cerevisiae)	ENSP00000268719	ENSMUSP00000064926
ENOG410VC1J	member RAS oncogene family	ENSP00000257017, ENSP00000306496	ENSMUSP00000033430, ENSMUSP00000063054
ENOG410VC1I	retinitis pigmentosa 1 (autosomal dominant)	ENSP00000220676	ENSMUSP00000027032
ENOG410VC1H	chromosome 5 open reading frame 45	ENSP00000292586	ENSMUSP00000020647
ENOG410VC1N	fumarylacetoacetate hydrolase	ENSP00000233379, ENSP00000272610	ENSMUSP00000028848
ENOG410VC1M	gamma-aminobutyric acid (GABA) A receptor, delta	ENSP00000367848	ENSMUSP00000030925
ENOG410VC1S	methyltransferase like 24	ENSP00000344071	ENSMUSP00000049997
ENOG410VC1R	regulation of signal transduction	ENSP00000246117	ENSMUSP00000020463
ENOG410VC1Q	cholinergic receptor, nicotinic, delta (muscle)	ENSP00000258385	ENSMUSP00000072983
ENOG410VC1V	Origin recognition complex subunit 6	ENSP00000219097	ENSMUSP00000034132
ENOG410VC1T	Unknown	ENSP00000289989	ENSMUSP00000061834
ENOG410VC1Z	oncogene	ENSP00000259119, ENSP00000367797	ENSMUSP00000029194, ENSMUSP00000030917
ENOG410VC1X	Leucine-rich repeat-containing protein	ENSP00000469012, ENSP00000340519, ENSP00000333071, ENSP00000469814, ENSP00000471481, ENSP00000326324, ENSP00000325713, ENSP00000446532	ENSMUSP00000129662, ENSMUSP00000121903
ENOG410VC13	olfactory receptor, family 52, subfamily K, member	ENSP00000302422, ENSP00000318956	ENSMUSP00000095826
ENOG410VC12	Acidic leucine-rich nuclear phosphoprotein 32 family member	ENSP00000417864	ENSMUSP00000082652
ENOG410VC11	Cancer susceptibility candidate 1	ENSP00000379310	ENSMUSP00000062279
ENOG410VC10	CTAGE family, member 5	ENSP00000452252, ENSP00000280083	ENSMUSP00000070572
ENOG410VC17	cystinosin, lysosomal cystine transporter	ENSP00000371294	ENSMUSP00000006103
ENOG410VC15	CTD nuclear envelope phosphatase 1	ENSP00000321732	ENSMUSP00000104234
ENOG410VC19	UBX domain protein 11	ENSP00000363338	ENSMUSP00000074255
ENOG410VC18	Zinc finger, AN1-type domain 5	ENSP00000237937	ENSMUSP00000025659
ENOG410VDWZ	yrdC domain containing (E. coli)	ENSP00000362135	ENSMUSP00000099688
ENOG410VDWY	kiaa1407	ENSP00000295878	ENSMUSP00000137597
ENOG410VDWP	tubulin, delta 1	ENSP00000320797	ENSMUSP00000020821
ENOG410VDWV	membrane-associated ring finger (C3HC4) 10, E3 ubiquitin protein ligase	ENSP00000311496	ENSMUSP00000063198
ENOG410VDWW	GTPase, IMAP family member	ENSP00000305107	ENSMUSP00000077350
ENOG410VDWU	Proprotein convertase subtilisin kexin type 1 inhibitor	ENSP00000218230, ENSP00000470953	ENSMUSP00000040342
ENOG410VDWK	although bonds involving phenylalanine and leucine are preferred, many others are also cleaved to some extent	ENSP00000309542, ENSP00000367391, ENSP00000322192	ENSMUSP00000025647, ENSMUSP00000029504
ENOG410VDWI	ubiquitin-conjugating enzyme E2U	ENSP00000360116	ENSMUSP00000137472
ENOG410VDWM	BCL2-like 13 (Apoptosis facilitator)	ENSP00000318883	ENSMUSP00000009256
ENOG410VDWC	galactosylceramidase	ENSP00000261304	ENSMUSP00000021390
ENOG410VDWA	WD repeat domain 74	ENSP00000278856	ENSMUSP00000043315
ENOG410VDWF	Hydroxysteroid (17-beta) dehydrogenase 14	ENSP00000263278	ENSMUSP00000103381
ENOG410VDWG	WD repeat domain 1	ENSP00000427687	ENSMUSP00000005234
ENOG410VDWD	CWF19-like 2, cell cycle control (S. pombe)	ENSP00000282251	ENSMUSP00000027027
ENOG410VDW8	Pannexin 3	ENSP00000284288	ENSMUSP00000011262
ENOG410VDW9	TELO2 interacting protein 2	ENSP00000353971	ENSMUSP00000096441
ENOG410VDW2	Nuclear protein, ataxia-telangiectasia locus	ENSP00000278612	ENSMUSP00000048709
ENOG410VDW3	Fibroblast growth factor 13	ENSP00000359635	ENSMUSP00000033473
ENOG410VDW0	Solute carrier family 10 (Sodium bile acid cotransporter family), member	ENSP00000245312, ENSP00000263512, ENSP00000471025, ENSP00000428612	ENSMUSP00000023835, ENSMUSP00000045150, ENSMUSP00000077808
ENOG410VDW1	potassium large conductance calcium-activated channel, subfamily M, beta member 3	ENSP00000319370	ENSMUSP00000130177
ENOG410VDW7	olfactory receptor, family 10, subfamily X, member	ENSP00000357132	ENSMUSP00000074799, ENSMUSP00000083024
ENOG410V64T	Alpha-1-B glycoprotein	ENSP00000263100	ENSMUSP00000094151
ENOG410V6U5	pyridoxal-dependent decarboxylase domain containing 1	ENSP00000379691	ENSMUSP00000111471
ENOG410V6U1	Scavenger receptor class F member	ENSP00000266214, ENSP00000263071	ENSMUSP00000044248
ENOG410V6UD	ELOVL fatty acid elongase	ENSP00000402634, ENSP00000361536	ENSMUSP00000022207, ENSMUSP00000006557
ENOG410V6UC	ubiquitin interaction motif containing 1	ENSP00000366434	ENSMUSP00000026997
ENOG410V6UW	G patch domain containing 3	ENSP00000354645	ENSMUSP00000030662
ENOG410V6UR	Cyclin D-type binding-protein 1	ENSP00000300213	ENSMUSP00000062496
ENOG410VF10	INO80 complex subunit C	ENSP00000391457	ENSMUSP00000114643
ENOG410VF15	regulating synaptic membrane exocytosis 3	ENSP00000361768	ENSMUSP00000068178
ENOG410VF7N	RNA binding motif protein 43	ENSP00000331211	ENSMUSP00000099828
ENOG410V9ZT	fibrosin	ENSP00000348489	ENSMUSP00000043682
ENOG410V9ZU	minichromosome maintenance complex component 10	ENSP00000354945	ENSMUSP00000027980
ENOG410V9ZV	UBX domain protein 7	ENSP00000296328	ENSMUSP00000110804
ENOG410V9ZW	protein phosphatase 4, regulatory subunit 2	ENSP00000349124	ENSMUSP00000066314
ENOG410V9ZP	MutS homolog 5 (E. coli)	ENSP00000364855, ENSP00000463730, ENSP00000417871, ENSP00000400820, ENSP00000457803, ENSP00000436555, ENSP00000463303, ENSP00000462078, ENSP00000394649, ENSP00000463117, ENSP00000398538, ENSP00000464260	ENSMUSP00000007250
ENOG410V9ZQ	nephronophthisis 1 (juvenile)	ENSP00000313169	ENSMUSP00000028857
ENOG410V9ZR	olfactory receptor, family 51, subfamily H, member 1	ENSP00000322724	ENSMUSP00000095823, ENSMUSP00000095816
ENOG410V9ZS	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)	ENSP00000326813	ENSMUSP00000055318
ENOG410V9ZX	ELK3, ETS-domain protein (SRF accessory protein 2)	ENSP00000228741	ENSMUSP00000008542
ENOG410V9ZY	Hedgehog acyltransferase-like	ENSP00000310621	ENSMUSP00000035110
ENOG410V9ZZ	protein tyrosine phosphatase receptor type	ENSP00000458322, ENSP00000356346, ENSP00000353030, ENSP00000349932, ENSP00000418112, ENSP00000348812, ENSP00000369756, ENSP00000377047, ENSP00000254667	ENSMUSP00000039368, ENSMUSP00000064048, ENSMUSP00000133468, ENSMUSP00000027645, ENSMUSP00000022264, ENSMUSP00000088056, ENSMUSP00000076533, ENSMUSP00000073616
ENOG410V9ZD	Src-like-adaptor	ENSP00000394049	ENSMUSP00000131865
ENOG410V9ZE	ENTH domain containing 2	ENSP00000300714	ENSMUSP00000091428
ENOG410V9ZF	Chromosome 11 open reading frame 49	ENSP00000367878	ENSMUSP00000099654
ENOG410V9ZG	pogo transposable element with KRAB domain	ENSP00000356849	ENSMUSP00000078888
ENOG410V9ZA	adrenoceptor alpha	ENSP00000369960, ENSP00000368766, ENSP00000306662	ENSMUSP00000099473, ENSMUSP00000053703, ENSMUSP00000070200
ENOG410V9ZB	Adaptor-related protein complex 4, epsilon 1 subunit	ENSP00000261842	ENSMUSP00000002063
ENOG410V9ZC	paraoxonase	ENSP00000222572, ENSP00000222381, ENSP00000265627	ENSMUSP00000002663, ENSMUSP00000062670, ENSMUSP00000031773
ENOG410V9ZN	tubulin polymerization promoting protein	ENSP00000353785	ENSMUSP00000022057
ENOG410V9ZH	Chloride channel, nucleotide-sensitive, 1A	ENSP00000433919	ENSMUSP00000026506
ENOG410V9ZI	radial spoke head 4 homolog A (Chlamydomonas)	ENSP00000229554, ENSP00000221538	ENSMUSP00000046526, ENSMUSP00000131647
ENOG410V9ZJ	Glycoprotein m6a	ENSP00000280187	ENSMUSP00000033915
ENOG410V9ZK	solute carrier family 51, alpha subunit	ENSP00000296327	ENSMUSP00000046286
ENOG410VHN7	ribonuclease, RNase A family, 13 (non-active)	ENSP00000372410	ENSMUSP00000087203
ENOG410V9Z5	family with sequence similarity 179, member	ENSP00000355045, ENSP00000368876	ENSMUSP00000070382
ENOG410V9Z6	oculocerebrorenal syndrome of Lowe	ENSP00000360154, ENSP00000362115	ENSMUSP00000001202, ENSMUSP00000092375
ENOG410V9Z7	IMP3, U3 small nucleolar ribonucleoprotein, homolog (Yeast)	ENSP00000326981	ENSMUSP00000034827
ENOG410V9Z2	prostaglandin F receptor (FP)	ENSP00000359793	ENSMUSP00000029670
ENOG410V9Z3	Cyclin-dependent kinase	ENSP00000370938, ENSP00000357907	ENSMUSP00000040936, ENSMUSP00000031640
ENOG410VHN9	Pleckstrin homology-like domain family A member 3	ENSP00000356278	ENSMUSP00000040614
ENOG410V9Z9	integrator complex subunit 5	ENSP00000327889	ENSMUSP00000093968
ENOG410VHNG	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)	ENSP00000387914, ENSP00000394779, ENSP00000373108, ENSP00000391809, ENSP00000331111, ENSP00000395065, ENSP00000396661, ENSP00000393236	ENSMUSP00000109299
ENOG410VHNA	Involved in oxygen transport from the lung to the various peripheral tissues	ENSP00000369654, ENSP00000333994	ENSMUSP00000095794, ENSMUSP00000023934
ENOG410VF73	chromosome 5 open reading frame 22	ENSP00000326879	ENSMUSP00000055656
ENOG410VBH0	adrenocortical dysplasia homolog (mouse)	ENSP00000377496	ENSMUSP00000048180
ENOG410VNBN	In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins	ENSP00000461634, ENSP00000460369, ENSP00000366950, ENSP00000254072, ENSP00000458594, ENSP00000461584, ENSP00000460240, ENSP00000458819, ENSP00000458595, ENSP00000375149, ENSP00000464818, ENSP00000392189, ENSP00000334922	ENSMUSP00000103057, ENSMUSP00000098043
ENOG410V779	Tubulin tyrosine ligase-like family, member 10	ENSP00000368591	ENSMUSP00000055671
ENOG410V778	centromere protein E, 312kDa	ENSP00000265148	ENSMUSP00000057938
ENOG410V775	Lymphocyte antigen 6 complex, locus	ENSP00000409959, ENSP00000392479, ENSP00000421232, ENSP00000382956, ENSP00000389642, ENSP00000364992, ENSP00000372912, ENSP00000406832, ENSP00000452228, ENSP00000451243, ENSP00000451668, ENSP00000408650, ENSP00000397708, ENSP00000412832, ENSP00000412362, ENSP00000389102, ENSP00000413440	ENSMUSP00000046380
ENOG410V774	galactosidase, beta	ENSP00000344659, ENSP00000306920, ENSP00000295759, ENSP00000396615	ENSMUSP00000047128, ENSMUSP00000109253, ENSMUSP00000055803, ENSMUSP00000034448
ENOG410V777	achaete-scute complex homolog	ENSP00000318846, ENSP00000345420	ENSMUSP00000137650, ENSMUSP00000037702
ENOG410V776	Transmembrane protein 57	ENSP00000363463	ENSMUSP00000030628
ENOG410V771	5-azacytidine induced 1	ENSP00000393583	ENSMUSP00000101834
ENOG410V770	Leucyl-tRNA synthetase 2, mitochondrial	ENSP00000265537	ENSMUSP00000036710
ENOG410V773	Leucine-rich repeat, immunoglobulin-like and transmembrane domains	ENSP00000369252, ENSP00000361177	ENSMUSP00000113964, ENSMUSP00000136912
ENOG410V772	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (Yeast)	ENSP00000216479	ENSMUSP00000021425
ENOG410V77M	G-protein signaling modulator	ENSP00000264126, ENSP00000454556, ENSP00000392828	ENSMUSP00000029482, ENSMUSP00000067964
ENOG410V77N	Zinc finger, C3HC-type containing 1	ENSP00000351052	ENSMUSP00000100057
ENOG410V77I	soc-2 suppressor of clear homolog (C. elegans)	ENSP00000358464	ENSMUSP00000025932
ENOG410V77K	RAS (RAD and GEM)-like GTP-binding 1	ENSP00000201979	ENSMUSP00000000369
ENOG410V77J	member RAS oncogene family	ENSP00000210187, ENSP00000376390	ENSMUSP00000021076, ENSMUSP00000046089
ENOG410V77E	family with sequence similarity 78, member	ENSP00000339681, ENSP00000361345	ENSMUSP00000052826, ENSMUSP00000117572
ENOG410V77G	leucine rich repeat containing 45	ENSP00000306760	ENSMUSP00000026139
ENOG410V77F	potassium channel tetramerisation domain containing 6	ENSP00000347188	ENSMUSP00000022272
ENOG410V77A	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	ENSP00000392709	ENSMUSP00000027111
ENOG410V77C	Solute carrier family 30 (Zinc transporter), member 6	ENSP00000368648	ENSMUSP00000136503
ENOG410V77B	anaphase promoting complex subunit 5	ENSP00000261819	ENSMUSP00000083393
ENOG410V77Y	potassium channel, subfamily K, member 5	ENSP00000352527	ENSMUSP00000024011
ENOG410V77X	eukaryotic translation initiation factor 2, subunit 1 alpha	ENSP00000256383	ENSMUSP00000071214
ENOG410V77Z	Transmembrane protein 19	ENSP00000266673	ENSMUSP00000089808
ENOG410V77T	Family with sequence similarity 168, member A	ENSP00000348852	ENSMUSP00000038233
ENOG410V77W	phosphatidate phosphatase	ENSP00000362354, ENSP00000256720, ENSP00000261596	ENSMUSP00000043053, ENSMUSP00000118610, ENSMUSP00000070583
ENOG410V77V	kiaa1614	ENSP00000356560	ENSMUSP00000037456
ENOG410V77Q	Zinc finger protein 282	ENSP00000262085	ENSMUSP00000053643
ENOG410V77P	Corticotropin releasing hormone receptor	ENSP00000381333, ENSP00000340943, ENSP00000448734	ENSMUSP00000003568, ENSMUSP00000091455
ENOG410V77R	ST3 beta-galactoside alpha-2,3-sialyltransferase	ENSP00000345477, ENSP00000318445	ENSMUSP00000090307, ENSMUSP00000034197
ENOG410V5Y8	SON DNA binding protein	ENSP00000348984	ENSMUSP00000109671
ENOG410V5YM	tRNA aspartic acid methyltransferase 1	ENSP00000367030	ENSMUSP00000114572
ENOG410V5YN	WD repeat and FYVE domain containing	ENSP00000233055, ENSP00000298125	ENSMUSP00000109140, ENSMUSP00000014691
ENOG410V5YS	u3 small nucleolar ribonucleoprotein	ENSP00000259239	ENSMUSP00000027303
ENOG410V50F	asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae)	ENSP00000262374	ENSMUSP00000097770
ENOG410V50T	Fem-1 homolog	ENSP00000307298, ENSP00000274457, ENSP00000269856	ENSMUSP00000100568, ENSMUSP00000034775, ENSMUSP00000057996, ENSMUSP00000038816
ENOG410VGKU	taste receptor, type 2	ENSP00000405095	ENSMUSP00000062919
ENOG410VFSM	coiled-coil domain containing 71	ENSP00000319006	ENSMUSP00000057891
ENOG410V447	Mitochondrial ribosomal protein S10	ENSP00000053468	ENSMUSP00000113343
ENOG410V444	DNA ligase	ENSP00000263274	ENSMUSP00000096411
ENOG410V443	dedicator of cyto-kinesis	ENSP00000276202, ENSP00000365643, ENSP00000294618, ENSP00000258390, ENSP00000340742	ENSMUSP00000033419, ENSMUSP00000077099, ENSMUSP00000034728, ENSMUSP00000047881, ENSMUSP00000075233
ENOG410V441	ornithine decarboxylase	ENSP00000321507, ENSP00000294517, ENSP00000234111	ENSMUSP00000128661, ENSMUSP00000023884, ENSMUSP00000030581, ENSMUSP00000065544
ENOG410V440	Jun B proto-oncogene	ENSP00000303315	ENSMUSP00000064680
ENOG410V449	CD226 molecule	ENSP00000280200	ENSMUSP00000043551
ENOG410V448	Ran binding protein 1	ENSP00000327583	ENSMUSP00000111309
ENOG410V44W	Coiled-coil domain containing 109B	ENSP00000378145	ENSMUSP00000029624
