#ortholog	function	species_a	species_b
ENOG410VJJV	COX assembly mitochondrial protein 1 homolog (S. cerevisiae)	ENSP00000418348	GB14901-PA
ENOG410WJHP	phosphatase 4, regulatory subunit	ENSP00000383402	GB15727-PA
ENOG410WJHN	LisH domain and HEAT repeat-containing protein	ENSP00000381198	GB12520-PA
ENOG410WJHM	protein phosphatase 4, regulatory subunit 4	ENSP00000305924	GB11078-PA
ENOG410WJHA	microtubule associated serine threonine kinase-like	ENSP00000365107	GB18540-PA
ENOG410VC47	Meningioma expressed antigen 5 (Hyaluronidase)	ENSP00000354850	GB19614-PA
ENOG410VC4G	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	ENSP00000372199	GB16119-PA
ENOG410V502	PDZ and LIM domain	ENSP00000321746, ENSP00000401437, ENSP00000348099	GB13229-PA
ENOG410V503	Family with sequence similarity 76, member	ENSP00000351631, ENSP00000010299	GB14829-PA
ENOG410V501	host cell factor	ENSP00000472568, ENSP00000309555, ENSP00000229330	GB19023-PA
ENOG410V507	histone H4 transcription factor	ENSP00000318085	GB16512-PA
ENOG410V504	Replication factor C (Activator 1) 4, 37kDa	ENSP00000296273	GB30127-PA
ENOG410V50K	Phosphatidylinositol glycan anchor biosynthesis class V	ENSP00000078527	GB17881-PA
ENOG410V50E	Tectonin beta-propeller repeat containing 1	ENSP00000404923	GB18324-PA
ENOG410V50Z	NatA auxiliary subunit	ENSP00000296543, ENSP00000368716	GB18226-PA
ENOG410V50S	Carboxypeptidase	ENSP00000297770, ENSP00000296046, ENSP00000222482, ENSP00000347549, ENSP00000011292, ENSP00000181383, ENSP00000462830, ENSP00000282957, ENSP00000222481, ENSP00000461972	GB13658-PA, GB19090-PA, GB15611-PA
ENOG410V50U	Tocopherol (Alpha) transfer protein-like	ENSP00000262605	GB15272-PA, GB12725-PA, GB18562-PA
ENOG410V4QE	cholinergic receptor, nicotinic	ENSP00000357461, ENSP00000359285, ENSP00000261751, ENSP00000315602, ENSP00000276410, ENSP00000385026	GB18518-PA, GB15196-PA, GB17133-PA, GB10583-PA, GB17819-PA
ENOG410V4QA	Cell surface proteoglycan that bears heparan sulfate (By similarity)	ENSP00000366267, ENSP00000377836	GB11050-PA
ENOG410V4QP	zinc finger (CCCH type), RNA-binding motif and serine arginine rich	ENSP00000303015, ENSP00000375133	GB11464-PA
ENOG410V4QQ	MAP kinase interacting serine threonine kinase	ENSP00000250896, ENSP00000361014	GB17530-PA
ENOG410VB45	t-box transcription factor	ENSP00000386170	GB13477-PA, GB16867-PA
ENOG410VB4C	ddb1 and cul4 associated factor	ENSP00000353128, ENSP00000355114	GB14738-PA
ENOG410VB4D	vacuolar protein sorting 45 homolog (S. cerevisiae)	ENSP00000463916, ENSP00000358126	GB30528-RA_2, GB30528-PA, GB16501-PA
ENOG410V6IH	Lactase-like	ENSP00000471397, ENSP00000264162, ENSP00000343490	GB18896-PA
ENOG410V6IX	phospholipase A2, group XV	ENSP00000264005, ENSP00000219345	GB16886-PA
ENOG410V6IT	neuron-derived neurotrophic factor	ENSP00000369014	GB17618-PA
ENOG410V6IB	solute carrier family 30 (zinc transporter), member	ENSP00000363394, ENSP00000415011, ENSP00000233535	GB10664-PA
ENOG410V6IZ	Non-SMC condensin II complex, subunit D3	ENSP00000433681	GB13639-PA
ENOG410V6IP	Cyclin-dependent kinase	ENSP00000384442, ENSP00000338673, ENSP00000464036	GB16146-PA, GB11514-PA
ENOG410V6IU	nucleoporin 98kDa	ENSP00000316032	GB12688-PA
ENOG410V6I3	DEAD (Asp-Glu-Ala-Asp) box polypeptide	ENSP00000449046, ENSP00000242776, ENSP00000449135, ENSP00000449488, ENSP00000450155, ENSP00000448893, ENSP00000449305, ENSP00000379475	GB13214-PA
ENOG410VBT7	peter pan homolog (Drosophila)	ENSP00000377385, ENSP00000450710	GB30081-PA
ENOG410VBTM	peptidoglycan recognition protein	ENSP00000345968	GB15371-PA
ENOG410VBTS	RAE1 RNA export 1 homolog (S. pombe)	ENSP00000360286	GB12111-PA
ENOG410VKW5	glutaredoxin 2	ENSP00000356410	GB10598-PA
ENOG410V57S	X-ray repair complementing defective repair in Chinese hamster cells 2	ENSP00000352271	GB17806-PA
ENOG410V8J1	siah E3 ubiquitin protein ligase	ENSP00000349156, ENSP00000322457, ENSP00000383256	GB14982-PA
ENOG410WH4Z	zinc finger SWIM-type containing 8	ENSP00000381693	GB15098-PA
ENOG410VA8B	SH3 and cysteine rich domain 3	ENSP00000329200	GB12897-PA
ENOG410V8X7	Hexamethylene bis-acetamide inducible	ENSP00000328773, ENSP00000302276	GB17243-PA
ENOG410V8X4	peptidase D	ENSP00000244137	GB12396-PA
ENOG410V8X3	HEAT repeat containing	ENSP00000437968, ENSP00000233099	GB16036-PA
ENOG410V8X9	autophagy related 4B, cysteine peptidase	ENSP00000384259, ENSP00000361306	GB16585-PA
ENOG410V8XT	membrane-associated ring finger (C3HC4)	ENSP00000274056, ENSP00000459713, ENSP00000317087	GB19739-PA
ENOG410V8XQ	regucalcin (senescence marker protein-30)	ENSP00000253303	GB18633-PA
ENOG410V8XF	thyroid hormone receptor interactor 13	ENSP00000166345	GB11545-PA
ENOG410V8XD	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	ENSP00000255631	GB15809-PA
ENOG410V8XB	dynactin 2 (p50)	ENSP00000408910	GB17710-PA
ENOG410V8XJ	paired related homeobox 1	ENSP00000239461	GB16151-PA
ENOG410V8XH	fuzzy homolog	ENSP00000313309	GB16647-PA
ENOG410V973	integrator complex subunit 10	ENSP00000381064	GB18081-PA
ENOG410V97F	Transmembrane component of the tectonic-like complex, a complex localized at the transition zone of primary cilia and acting as a barrier that prevents diffusion of transmembrane proteins between the cilia and plasma membranes. Required for ciliogenesis and sonic hedgehog SHH signaling	ENSP00000381184	GB13904-PA
ENOG410V6VI	ATP-binding cassette, sub-family F (GCN20), member	ENSP00000412553, ENSP00000313603, ENSP00000414373, ENSP00000373082, ENSP00000413319, ENSP00000411471, ENSP00000389065, ENSP00000411327	GB17537-PA, GB12894-PA
ENOG410V6VB	Phosphatidic acid phosphatase type 2 domain containing	ENSP00000381302, ENSP00000392553	GB18772-PA
ENOG410V6VD	helicase 1	ENSP00000457868, ENSP00000259008, ENSP00000359035	GB17842-PA, GB13205-PA
ENOG410V6VZ	Tetratricopeptide repeat domain 12	ENSP00000460362, ENSP00000433757	GB30550-PA
ENOG410V6VY	anaphase promoting complex subunit 4	ENSP00000318775	GB18982-PA
ENOG410V6VV	thrombospondin	ENSP00000339730, ENSP00000355751, ENSP00000222271, ENSP00000260356, ENSP00000357362	GB13833-PA
ENOG410V6V3	synaptotagmin	ENSP00000255224, ENSP00000357307	GB11060-PA
ENOG410VE07	Phosphatidylinositol glycan anchor biosynthesis, class L	ENSP00000225609	GB19790-PA
ENOG410VBI8	family with sequence similarity 92, member A1	ENSP00000429367	GB15458-PA
ENOG410VBI6	codanin 1	ENSP00000348564	GB30554-PA, GB14173-PA
ENOG410VBI5	Ligase III, DNA, ATP-dependent	ENSP00000367787	GB12842-PA
ENOG410VBIH	phosphatidylinositol glycan anchor biosynthesis class U	ENSP00000217446	GB19902-PA
ENOG410VBII	zinc finger protein 318	ENSP00000354964	GB15024-PA
ENOG410VBIG	NFU1 iron-sulfur cluster scaffold homolog	ENSP00000387219	GB15726-PA
ENOG410VBID	Tetratricopeptide repeat domain 14	ENSP00000296015	GB19103-PA
ENOG410VBIX	Family with sequence similarity 100, member B	ENSP00000331298	GB18467-PA
ENOG410VBIP	Synovial apoptosis inhibitor 1, synoviolin	ENSP00000366395	GB14313-PA
ENOG410VBIQ	AarF domain containing kinase	ENSP00000315118, ENSP00000355739	GB17168-PA
ENOG410VGJX	Microsomal glutathione S-transferase	ENSP00000010404	GB12371-PA
ENOG410WI9G	Eukaryotic translation initiation factor 2-alpha kinase	ENSP00000199389	GB11419-PA
ENOG410V4XN	Filamin A, alpha	ENSP00000420213, ENSP00000472325, ENSP00000358866, ENSP00000327145	GB13109-PA
ENOG410V4XM	WD and tetratricopeptide repeats 1	ENSP00000355317	GB16831-PA
ENOG410VHF1	Small nuclear ribonucleoprotein D3 polypeptide 18kDa	ENSP00000215829	GB15805-PA
ENOG410VHFR	ATPase, H transporting, lysosomal 16kDa, V0 subunit c	ENSP00000329757	GB19405-PA
ENOG410VHFK	CGRP receptor component	ENSP00000378736	GB19989-PA
ENOG410VHFF	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	ENSP00000365159	GB10611-PA
ENOG410VHFA	calmodulin-like 4	ENSP00000419081	GB10526-PA, GB15444-PA
ENOG410VHFB	40S ribosomal protein S24	ENSP00000414321	GB19487-PA
ENOG410V8E4	DEAD (Asp-Glu-Ala-Asp) box helicase 56	ENSP00000258772	GB14584-PA
ENOG410V8E5	Sel-1 suppressor of lin-12-like	ENSP00000337053, ENSP00000284951	GB13395-PA
ENOG410V8E6	microphthalmia-associated transcription factor	ENSP00000295600	GB19058-PA
ENOG410V8E0	methyltransferase like 5	ENSP00000260953	GB15298-PA
ENOG410V8E2	Small nuclear ribonucleoprotein-associated protein	ENSP00000306223, ENSP00000412566	GB16276-PA
ENOG410V8E3	nrde-2 necessary for RNA interference, domain containing	ENSP00000346335	GB15071-PA
ENOG410V8E8	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase	ENSP00000321239	GB12346-PA
ENOG410V8EV	G protein-coupled receptor	ENSP00000362746, ENSP00000356658	GB17560-PA
ENOG410V8EW	ras-related GTP binding	ENSP00000262850, ENSP00000369899	GB17040-PA
ENOG410V8EQ	kiaa0430	ENSP00000379654	GB17805-PA
ENOG410V8ER	D-aspartate oxidase	ENSP00000228476, ENSP00000357920	GB16320-PA, GB10520-PA
ENOG410V8EX	Abhydrolase domain containing	ENSP00000365725, ENSP00000336693	GB13708-PA
ENOG410V8ED	insulin-like growth factor 2 mRNA binding protein	ENSP00000290341, ENSP00000371634, ENSP00000258729	GB16876-PA
ENOG410V8EF	tektin 5	ENSP00000343995, ENSP00000455769, ENSP00000283025, ENSP00000341346, ENSP00000295201	GB14501-PA, GB19530-PA, GB12974-PA, GB15467-PA
ENOG410V8EB	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	ENSP00000216797	GB10655-PA, GB13520-PA
ENOG410VD8D	family with sequence similarity 210, member B	ENSP00000360437	GB18170-PA
ENOG410VD8Z	SPRY domain containing 7	ENSP00000354774	GB13188-PA
ENOG410VD8Y	peptidoglycan-binding, domain containing 3	ENSP00000451382, ENSP00000314518	GB16078-PA
ENOG410VD8R	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)	ENSP00000344393	GB12622-PA
ENOG410VD8Q	von Hippel-Lindau binding protein 1	ENSP00000472021, ENSP00000286428	GB11898-PA
ENOG410VD88	Chromosome X open reading frame 56	ENSP00000360652	GB18406-PA
ENOG410VD83	Oligosaccharyltransferase complex subunit	ENSP00000354676	GB11976-PA
ENOG410VD81	Embryonic ectoderm development	ENSP00000263360	GB15930-PA
ENOG410VD85	t-SNARE domain containing 1	ENSP00000303437	GB10021-PA
ENOG410VCAV	Interferon regulatory factor 2 binding	ENSP00000238647, ENSP00000307265	GB18850-PA
ENOG410WIKI	Regulator of the Hippo SWH (Sav Wts Hpo) signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki) oncoprotein. Kibra acts synergistically along with Ex and Mer to regulate the Hippo signaling pathway	ENSP00000370242	GB19928-PA
ENOG410WIKJ	membrane associated guanylate kinase, WW and PDZ domain containing	ENSP00000346151	GB12501-PA
ENOG410VFCD	alpha 1,4-galactosyltransferase	ENSP00000249005	GB14854-PA
ENOG410VFCG	protease, serine, 12 (neurotrypsin, motopsin)	ENSP00000296498	GB12538-PA
ENOG410VIJW	Small nuclear ribonucleoprotein D1 polypeptide 16kDa	ENSP00000300413	GB10686-PA
ENOG410V7IY	Interleukin-1 receptor-associated kinase 4	ENSP00000390651	GB16397-PA
ENOG410V7IX	Oxysterol binding protein	ENSP00000332576, ENSP00000263847	GB13861-PA
ENOG410V7IF	Coiled-coil domain containing 6	ENSP00000263102	GB10097-PA
ENOG410V7IM	Nucleoporin 160kDa	ENSP00000367721	GB19342-PA
ENOG410V7IH	Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing, translation regulation, nonsense-mediated mRNA decay, RNA-mediated gene silencing (RNAi) by microRNAs (miRNAs) and mRNA export. The CBC complex is involved in mRNA export from the nucleus via its interaction with ALYREF THOC4 ALY, leading to the recruitment of the mRNA export machinery to the 5' end of mRNA and to mRNA export in a 5' to 3' direction through the nuclear pore. The CBC complex is also involved in mediating U snRNA and intronless mRNAs export from the nucleus. The CBC complex is essential for a pioneer round of mRNA translation, before steady state translation when the CBC complex is replaced by cytoplasmic cap-binding protein eIF4E. The pioneer round of mRNA translation mediated by the CBC complex plays a central role in nonsense-mediated mRNA decay (NMD), NMD only taking place in mRNAs bound to the CBC complex, but not on eIF4E-bound mRNAs. The CBC complex enhances NMD in mRNAs containing at least one exon-junction complex (EJC) via its interaction with UPF1, promoting the interaction between UPF1 and UPF2. The CBC complex is also involved in 'failsafe' NMD, which is independent of the EJC complex, while it does not participate in Staufen-mediated mRNA decay (SMD). During cell proliferation, the CBC complex is also involved in microRNAs (miRNAs) biogenesis via its interaction with SRRT ARS2, thereby being required for miRNA- mediated RNA interference. The CBC complex also acts as a negative regulator of PARN, thereby acting as an inhibitor of mRNA deadenylation. In the CBC complex, NCBP2 CBP20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires NCBP1 CBP80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure	ENSP00000326806	GB19661-PA
ENOG410VCV2	Solute carrier family 4 (Anion exchanger), member 1, adaptor protein	ENSP00000323837	GB19054-PA
ENOG410VCVF	Mitochondrial fission process 1	ENSP00000266263	GB18533-PA
ENOG410VCVE	integrator complex subunit	ENSP00000385722	GB10241-PA
ENOG410VCVW	dyslexia susceptibility 1 candidate 1	ENSP00000323275	GB14136-PA
ENOG410V5UC	Hook homolog	ENSP00000380785, ENSP00000360252, ENSP00000305699	GB18499-PA
ENOG410V5UK	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1	ENSP00000260361	GB10721-PA
ENOG410VHSS	ubiquitin-like 3	ENSP00000370055	GB15198-PA
ENOG410VHSG	PDGFA associated protein 1	ENSP00000222968	GB16699-PA
ENOG410VHSH	fatty acid binding protein 7, brain	ENSP00000357429	GB15299-PA
ENOG410VA1Z	chromosome 4 open reading frame 29	ENSP00000381937	GB16779-PA
ENOG410VA1C	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	ENSP00000307423	GB10457-PA
ENOG410VBYP	ERGIC and golgi 2	ENSP00000353270	GB12224-PA
ENOG410WFEU	sorting nexin 14	ENSP00000313121	GB19651-PA
ENOG410WFET	sorting nexin 16	ENSP00000322652	GB10540-PA
ENOG410WFEY	Sorting nexin 13	ENSP00000398789	GB11899-PA
ENOG410V4Y5	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSP00000258648	GB11025-PA
ENOG410V4Y0	Homeodomain interacting protein kinase	ENSP00000385571, ENSP00000304226, ENSP00000291823, ENSP00000358571	GB12884-PA
ENOG410V4Y1	potassium channel tetramerisation domain containing	ENSP00000394390, ENSP00000408405	GB18060-PA
ENOG410V4Y9	ARP8 actin-related protein 8 homolog (yeast)	ENSP00000336842	GB10541-PA
ENOG410V4YD	Lim homeobox	ENSP00000356357, ENSP00000362717	GB30111-PA, GB18585-PA
ENOG410V4YE	Dynein, axonemal, heavy chain	ENSP00000237449, ENSP00000373825, ENSP00000311273, ENSP00000261383, ENSP00000401514	GB30008-PA, GB14230-PA, GB14860-PA, GB11438-PA, GB15761-PA, GB19194-PA, GB15365-PA
ENOG410V4YG	WD repeat domain 20	ENSP00000406084, ENSP00000270223	GB15334-PA
ENOG410V4YA	G- protein-coupled receptor	ENSP00000461974, ENSP00000358233, ENSP00000463624, ENSP00000319673, ENSP00000399563	GB18486-PA
ENOG410V4YM	cyclin-dependent kinase 7	ENSP00000256443, ENSP00000460075	GB12759-PA
ENOG410V4YH	ariadne homolog 2 (Drosophila)	ENSP00000348769	GB18973-PA
ENOG410V4YI	Bromodomain PHD finger transcription factor	ENSP00000461014, ENSP00000307208	GB19155-PA
ENOG410V4YJ	Drebrin-like	ENSP00000417653	GB10005-PA
ENOG410V4YK	TAR DNA binding protein	ENSP00000240185	GB19275-PA
ENOG410V4YT	hyaluronan, chondroitin sulfate, and heparan sulfate (By similarity)	ENSP00000319501	GB15000-PA
ENOG410V4YV	potassium channel modulatory factor 1	ENSP00000386738	GB14862-PA
ENOG410V4YW	family with sequence similarity 114, member	ENSP00000341597, ENSP00000351740	GB12061-PA
ENOG410V4YP	Kinesin family member	ENSP00000368020, ENSP00000264712, ENSP00000364864	GB16300-PA, GB18398-PA
ENOG410V4YQ	trafficking protein particle complex	ENSP00000316990	GB13085-PA
ENOG410V4YR	connector enhancer of kinase suppressor of Ras	ENSP00000356182	GB15659-PA
ENOG410V4YX	SEC11 homolog A (S. cerevisiae)	ENSP00000268220, ENSP00000468633	GB16282-PA
ENOG410V4YY	Sodium channel, voltage-gated, type	ENSP00000307599, ENSP00000283254, ENSP00000390600, ENSP00000346534, ENSP00000386306, ENSP00000328968	GB12929-PA, GB16323-PA
ENOG410V4YZ	Vacuolar protein sorting 26 homolog	ENSP00000263559, ENSP00000281187	GB14744-PA
ENOG410VA1J	solute carrier family 9, subfamily A	ENSP00000330320, ENSP00000471427, ENSP00000320246, ENSP00000359729	GB16112-PA
ENOG410VE8P	transmembrane protein 68	ENSP00000335416	GB12596-PA
ENOG410VE8F	pyroglutamylated RFamide peptide receptor	ENSP00000377948	GB30163-PA
ENOG410VE8G	N(Alpha)-acetyltransferase 50, NatE catalytic subunit	ENSP00000240922	GB18704-PA
ENOG410VE8M	tubulin polyglutamylase complex subunit 2	ENSP00000335144	GB18085-PA
ENOG410VE84	Coactivator-associated arginine methyltransferase 1	ENSP00000325690	GB18129-PA
ENOG410WJ4Q	ATPase, aminophospholipid transporter, class I, type	ENSP00000371070, ENSP00000283684, ENSP00000371084	GB17812-PA, GB15437-PA
ENOG410V7TX	iron zinc purple acid phosphatase-like	ENSP00000327557	GB13071-PA
ENOG410V7TE	StAR-related lipid transfer (START) domain containing	ENSP00000338785, ENSP00000276297, ENSP00000363727	GB16181-PB
ENOG410V7TC	RNA binding motif protein 25	ENSP00000261973	GB18610-PA
ENOG410V7TK	Involved in proper cytoplasmic distribution of mitochondria (By similarity)	ENSP00000388872	GB10340-PA
ENOG410V7T8	N-methylpurine-DNA glycosylase	ENSP00000219431	GB30385-PA, GB14775-PA
ENOG410VCI7	translation machinery associated 16 homolog (S. cerevisiae)	ENSP00000351380	GB12753-PA
ENOG410VCI5	Exportin 7	ENSP00000427975, ENSP00000252512	GB16758-PA
ENOG410VCIJ	Zinc finger CCCH-type containing 10	ENSP00000257940	GB18356-PA
ENOG410VCII	CWC25 spliceosome-associated protein homolog (S. cerevisiae)	ENSP00000225428	GB12921-PA
ENOG410VCIH	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSP00000314343	GB19364-PA
ENOG410VCIN	smoothelin-like 2	ENSP00000373964, ENSP00000351593	GB30195-PA, GB30194-PA, GB18827-PA
ENOG410VCIM	xeroderma pigmentosum, complementation group A	ENSP00000364270	GB14782-PA
ENOG410VCIE	N-6 adenine-specific DNA methyltransferase 2	ENSP00000372202	GB11329-PA
ENOG410VCIQ	Hydroxysteroid (17-beta) dehydrogenase 10	ENSP00000472168, ENSP00000168216	GB13680-PA
ENOG410VCIU	anaphase promoting complex subunit 2	ENSP00000314004	GB14760-PA
ENOG410V4C6	adenosine monophosphate deaminase	ENSP00000379802, ENSP00000256578, ENSP00000430075	GB17288-PA, GB17914-PA
ENOG410V4C1	zinc finger, C4H2 domain containing	ENSP00000363972	GB15724-PA
ENOG410V4CV	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells	ENSP00000349960, ENSP00000355645, ENSP00000331514, ENSP00000224784, ENSP00000290378, ENSP00000295137, ENSP00000416706	GB18365-PA, GB12614-PA, GB17681-PA
