#ortholog	function	species_a	species_b
ENOG410V4Y5	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSPTRP00000009971	GB11025-PA
ENOG410V4Y0	Homeodomain interacting protein kinase	ENSPTRP00000001943, ENSPTRP00000018861, ENSPTRP00000006052, ENSPTRP00000033846	GB12884-PA
ENOG410V4Y1	potassium channel tetramerisation domain containing	ENSPTRP00000018504, ENSPTRP00000016897	GB18060-PA
ENOG410V4Y9	ARP8 actin-related protein 8 homolog (yeast)	ENSPTRP00000025963	GB10541-PA
ENOG410V4YD	Lim homeobox	ENSPTRP00000036487, ENSPTRP00000003025	GB18585-PA, GB30111-PA
ENOG410V4YE	Dynein, axonemal, heavy chain	ENSPTRP00000014844, ENSPTRP00000025896, ENSPTRP00000021815, ENSPTRP00000013404, ENSPTRP00000051876	GB14230-PA, GB14860-PA, GB15365-PA, GB11438-PA, GB19194-PA, GB30008-PA, GB15761-PA
ENOG410V4YG	WD repeat domain 20	ENSPTRP00000011490, ENSPTRP00000048611	GB15334-PA
ENOG410V4YA	G- protein-coupled receptor	ENSPTRP00000002068	GB18486-PA
ENOG410V4YM	cyclin-dependent kinase 7	ENSPTRP00000029020	GB12759-PA
ENOG410V4YH	ariadne homolog 2 (Drosophila)	ENSPTRP00000025728	GB18973-PA
ENOG410V4YI	Bromodomain PHD finger transcription factor	ENSPTRP00000016254	GB19155-PA
ENOG410V4YJ	Drebrin-like	ENSPTRP00000032682	GB10005-PA
ENOG410V4YK	TAR DNA binding protein	ENSPTRP00000000267	GB19275-PA
ENOG410V4YT	hyaluronan, chondroitin sulfate, and heparan sulfate (By similarity)	ENSPTRP00000027531	GB15000-PA
ENOG410V4YV	potassium channel modulatory factor 1	ENSPTRP00000020805	GB14862-PA
ENOG410V4YW	family with sequence similarity 114, member	ENSPTRP00000044776, ENSPTRP00000029796	GB12061-PA
ENOG410V4YP	Kinesin family member	ENSPTRP00000020154, ENSPTRP00000022932, ENSPTRP00000056536	GB16300-PA, GB18398-PA
ENOG410V4YQ	trafficking protein particle complex	ENSPTRP00000017688	GB13085-PA
ENOG410V4YR	connector enhancer of kinase suppressor of Ras	ENSPTRP00000031958	GB15659-PA
ENOG410V4YX	SEC11 homolog A (S. cerevisiae)	ENSPTRP00000012651	GB16282-PA
ENOG410V4YY	Sodium channel, voltage-gated, type	ENSPTRP00000042609, ENSPTRP00000042161, ENSPTRP00000054785, ENSPTRP00000025458, ENSPTRP00000021521, ENSPTRP00000025462	GB12929-PA, GB16323-PA
ENOG410V4YZ	Vacuolar protein sorting 26 homolog	ENSPTRP00000004436, ENSPTRP00000007686	GB14744-PA
ENOG410VA1J	solute carrier family 9, subfamily A	ENSPTRP00000037474, ENSPTRP00000047248, ENSPTRP00000026668	GB16112-PA
ENOG410VE8P	transmembrane protein 68	ENSPTRP00000034695	GB12596-PA
ENOG410VE8F	pyroglutamylated RFamide peptide receptor	ENSPTRP00000028176	GB30163-PA
ENOG410VE8G	N(Alpha)-acetyltransferase 50, NatE catalytic subunit	ENSPTRP00000051154	GB18704-PA
ENOG410VE8M	tubulin polyglutamylase complex subunit 2	ENSPTRP00000016969	GB18085-PA
ENOG410VE84	Coactivator-associated arginine methyltransferase 1	ENSPTRP00000041272	GB18129-PA
ENOG410WJ4Q	ATPase, aminophospholipid transporter, class I, type	ENSPTRP00000027564, ENSPTRP00000046685	GB17812-PA, GB15437-PA
ENOG410V7TX	iron zinc purple acid phosphatase-like	ENSPTRP00000018776	GB13071-PA
ENOG410V7TE	StAR-related lipid transfer (START) domain containing	ENSPTRP00000034252, ENSPTRP00000037778, ENSPTRP00000009828	GB16181-PB
ENOG410V7TC	RNA binding motif protein 25	ENSPTRP00000011043	GB18610-PA
ENOG410V7TK	Involved in proper cytoplasmic distribution of mitochondria (By similarity)	ENSPTRP00000046498	GB10340-PA
ENOG410V7T8	N-methylpurine-DNA glycosylase	ENSPTRP00000039817	GB30385-PA, GB14775-PA
ENOG410VCI7	translation machinery associated 16 homolog (S. cerevisiae)	ENSPTRP00000039312	GB12753-PA
ENOG410VCI5	Exportin 7	ENSPTRP00000047854, ENSPTRP00000034323	GB16758-PA
ENOG410VCIJ	Zinc finger CCCH-type containing 10	ENSPTRP00000008641	GB18356-PA
ENOG410VCII	CWC25 spliceosome-associated protein homolog (S. cerevisiae)	ENSPTRP00000015469	GB12921-PA
ENOG410VCIH	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSPTRP00000018799	GB19364-PA
ENOG410VCIN	smoothelin-like 2	ENSPTRP00000024555, ENSPTRP00000014677	GB18827-PA, GB30195-PA, GB30194-PA
ENOG410VCIM	xeroderma pigmentosum, complementation group A	ENSPTRP00000036174	GB14782-PA
ENOG410VCIE	N-6 adenine-specific DNA methyltransferase 2	ENSPTRP00000009701	GB11329-PA
ENOG410VCIQ	Hydroxysteroid (17-beta) dehydrogenase 10	ENSPTRP00000037656	GB13680-PA
ENOG410VCIU	anaphase promoting complex subunit 2	ENSPTRP00000036989	GB14760-PA
ENOG410V4C6	adenosine monophosphate deaminase	ENSPTRP00000001955, ENSPTRP00000005861, ENSPTRP00000001828	GB17914-PA, GB17288-PA
ENOG410V4C1	zinc finger, C4H2 domain containing	ENSPTRP00000037748	GB15724-PA
ENOG410V4CV	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells	ENSPTRP00000011770, ENSPTRP00000003532, ENSPTRP00000016618, ENSPTRP00000058292	GB18365-PA, GB12614-PA, GB17681-PA
ENOG410V4CS	enoyl CoA hydratase, short chain, 1, mitochondrial	ENSPTRP00000041660	GB18498-PA
ENOG410V4CH	Transmembrane protein 55B	ENSPTRP00000010345, ENSPTRP00000034913	GB16067-PA
ENOG410V809	Importin subunit alpha	ENSPTRP00000010000, ENSPTRP00000026815, ENSPTRP00000033264, ENSPTRP00000056983	GB16613-PA, GB16253-PA
ENOG410V807	Chromosome 21 open reading frame 2	ENSPTRP00000024055	GB15454-PA
ENOG410V806	deleted in primary ciliary dyskinesia homolog (mouse)	ENSPTRP00000005049	GB11631-PA
ENOG410V802	Topoisomerase (DNA) II binding protein 1	ENSPTRP00000026557	GB18302-PA
ENOG410V801	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway (By similarity)	ENSPTRP00000005525	GB11283-PA
ENOG410V80N	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	ENSPTRP00000023914	GB14458-PA
ENOG410V80K	N-acetyltransferase 10 (GCN5-related)	ENSPTRP00000006068	GB17399-PA
ENOG410V80G	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)	ENSPTRP00000005269	GB12475-PA
ENOG410V80F	SH3-domain binding protein 5 (BTK-associated)	ENSPTRP00000025288	GB19673-PA
ENOG410V80D	myoinositol oxygenase	ENSPTRP00000025074	GB14956-PA
ENOG410V80C	Protein phosphatase 1, regulatory subunit	ENSPTRP00000060689, ENSPTRP00000034207	GB12349-PA
ENOG410V80B	ubiquitin-conjugating enzyme E2G 2	ENSPTRP00000024077	GB18477-PA
ENOG410V80A	UV radiation resistance associated	ENSPTRP00000007026	GB18881-PA
ENOG410V80Y	ATPase, H transporting, lysosomal 56 58kDa, V1 subunit	ENSPTRP00000020664, ENSPTRP00000034316	GB19171-PA
ENOG410V80X	ATPase class II type	ENSPTRP00000042126, ENSPTRP00000023446	GB10456-PA
ENOG410V80U	LSM11, U7 small nuclear RNA associated	ENSPTRP00000029851	GB16700-PA
ENOG410V80T	PleXin Domain containing	ENSPTRP00000015476, ENSPTRP00000003972	GB30080-PA
ENOG410V80P	Ubiquitin-conjugating enzyme E2 variant	ENSPTRP00000034647	GB18381-PA
ENOG410V7U5	Regulator of G-protein signaling	ENSPTRP00000016222, ENSPTRP00000012867	GB17279-PA
ENOG410V7UY	Transmembrane protein 47	ENSPTRP00000047456	GB11476-PA
ENOG410V4TQ	nodal modulator	ENSPTRP00000053303	GB14960-PA
ENOG410WJGT	Dehydrogenase reductase SDR family member	ENSPTRP00000040511	GB12522-PA, GB11351-PA
ENOG410V9R8	synapse defective 1, Rho GTPase, homolog	ENSPTRP00000018111, ENSPTRP00000001574	GB15150-PA
ENOG410V9R9	topoisomerase (DNA) III beta	ENSPTRP00000046803	GB10672-PA
ENOG410V9R4	polymerase (RNA) III (DNA directed) polypeptide B	ENSPTRP00000009150	GB14838-PA
ENOG410V9R5	pleckstrin homology domain containing, family M (with RUN domain) member 2	ENSPTRP00000000378	GB13307-PA, GB30082-PA
ENOG410V9R1	Ankyrin repeat and sterile alpha motif domain containing	ENSPTRP00000045687, ENSPTRP00000030873	GB15419-PA
ENOG410V9RZ	polymerase (RNA) III (DNA directed) polypeptide C	ENSPTRP00000002058	GB18629-PA
ENOG410V9RT	O-sialoglycoprotein endopeptidase	ENSPTRP00000010343	GB12777-PA
ENOG410V9RW	WD repeat domain 96	ENSPTRP00000005154	GB12153-PA
ENOG410V9RM	de-etiolated homolog 1 (Arabidopsis)	ENSPTRP00000012680	GB14535-PA
ENOG410V9RE	transportin 3	ENSPTRP00000033702	GB17583-PA
ENOG410V9RG	May promote cell cycle arrest by enhancing the inhibition of CDK2 activity by CDKN1A. May be required for repair of DNA damage by homologous recombination in conjunction with BRCA2. May not be involved in non-homologous end joining (NHEJ) (By similarity)	ENSPTRP00000005365	GB15320-PA
ENOG410V9RC	YTH domain containing 2	ENSPTRP00000029337	GB15771-PA
ENOG410VEWF	Chromosome 1 open reading frame 123	ENSPTRP00000052299, ENSPTRP00000001288	GB17791-PA
ENOG410VBQ5	Leucine rich repeat containing 15	ENSPTRP00000027103, ENSPTRP00000027104, ENSPTRP00000050882	GB13055-PA
ENOG410VBQ3	Leucine-rich repeats and immunoglobulin-like domains	ENSPTRP00000008774, ENSPTRP00000051241, ENSPTRP00000051884	GB17149-PA
ENOG410VBQ0	ankyrin repeat domain 29	ENSPTRP00000016870	GB19946-PA
ENOG410V5Y0	K04657 chordin	ENSPTRP00000027006	GB16025-PA
ENOG410V5Y3	Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	ENSPTRP00000027615	GB19716-PA, GB30485-PA
ENOG410V5Y4	COBW domain containing	ENSPTRP00000035888	GB20143-PA
ENOG410V5YG	phosphodiesterase	ENSPTRP00000053148, ENSPTRP00000031812	GB18545-PA
ENOG410V5YF	dna-directed rna polymerase	ENSPTRP00000051773	GB17825-PA
ENOG410V5YI	PIH1 domain containing 1	ENSPTRP00000019389	GB15001-PA
ENOG410V5YH	USO1 vesicle docking protein homolog (yeast)	ENSPTRP00000053539	GB12844-PA
ENOG410V5YR	Transmembrane protein 135	ENSPTRP00000007142	GB19156-PA
ENOG410V5YT	mitogen-activated protein kinase kinase	ENSPTRP00000014968, ENSPTRP00000039686, ENSPTRP00000046790	GB13132-PA, GB16739-PA
ENOG410V5YZ	Tubulin, gamma complex associated protein 4	ENSPTRP00000011945	GB17810-PA
ENOG410VC20	Signal recognition particle receptor	ENSPTRP00000047565	GB13324-PA
ENOG410VC2F	fumarylacetoacetate hydrolase (fumarylacetoacetase)	ENSPTRP00000012583	GB13982-PA
ENOG410VARD	3-hydroxyisobutyryl-CoA hydrolase	ENSPTRP00000021782	GB15565-PA
ENOG410VARB	Zinc finger protein	ENSPTRP00000005851, ENSPTRP00000050242	GB11591-PA
ENOG410VARK	vacuolar protein sorting 51 homolog (S. cerevisiae)	ENSPTRP00000006657	GB14310-PA
ENOG410VAR5	Chromosome 1 open reading frame 112	ENSPTRP00000044659	GB12900-PA
ENOG410VAR0	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 7	ENSPTRP00000014246	GB18287-PA
ENOG410VAR2	autophagy related 10	ENSPTRP00000029187	GB30124-PA
ENOG410VAR8	CCR4-NOT transcription complex subunit 2	ENSPTRP00000057878	GB12030-PA
ENOG410VAR9	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)	ENSPTRP00000040910	GB10747-PA
ENOG410WJ25	run domain Beclin-1 interacting and cystein-rich containing	ENSPTRP00000044912	GB11740-PA
ENOG410V66E	4-hydroxyphenylpyruvate dioxygenase	ENSPTRP00000009453	GB18360-PA
ENOG410V66W	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	ENSPTRP00000059861, ENSPTRP00000054150	GB11826-PA
ENOG410V660	SREBF chaperone	ENSPTRP00000025649	GB18797-PA
ENOG410V664	Golgin A3	ENSPTRP00000009648	GB19348-PA
ENOG410V4JN	phosphatidylinositol 4-kinase, catalytic, alpha	ENSPTRP00000039916	GB18589-PA
ENOG410V4JD	Purine-rich element binding protein	ENSPTRP00000047991, ENSPTRP00000034480, ENSPTRP00000060793	GB30370-PA
ENOG410V4JU	histidyl-tRNA synthetase	ENSPTRP00000029619, ENSPTRP00000029618	GB19522-PA
ENOG410V4JS	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	ENSPTRP00000021418	GB15541-PA
ENOG410V689	g protein-coupled receptor kinase	ENSPTRP00000027312, ENSPTRP00000005279	GB13935-PA
ENOG410VDNH	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	ENSPTRP00000029057	GB13362-PA
ENOG410V6TN	T-cell leukemia, homeobox	ENSPTRP00000005043, ENSPTRP00000020756	GB30353-PA
ENOG410V6TF	SYF2 homolog, RNA splicing factor (S. cerevisiae)	ENSPTRP00000000615	GB14256-PA
ENOG410V6TT	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)	ENSPTRP00000002194	GB19777-PA
ENOG410V6TP	Methionyl-tRNA formyltransferase	ENSPTRP00000012255	GB19747-PA
ENOG410V6T6	Solute carrier family 35	ENSPTRP00000037556, ENSPTRP00000001715	GB11143-PA
ENOG410V6T3	Protein phosphatase 6, regulatory subunit	ENSPTRP00000006857, ENSPTRP00000025066, ENSPTRP00000019774	GB10189-PA
ENOG410VC3K	Slowmo homolog	ENSPTRP00000023537	GB17877-PA
ENOG410VC3P	Cyclin-dependent kinase 5 regulatory subunit	ENSPTRP00000052992, ENSPTRP00000060478	GB16611-PA
ENOG410VKHV	cytidine deaminase	ENSPTRP00000000499	GB13545-PA, GB18075-PA
ENOG410V544	Phosphatidylinositol transfer protein membrane-associated	ENSPTRP00000009512, ENSPTRP00000006823, ENSPTRP00000053162	GB15061-PA
ENOG410V540	Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	ENSPTRP00000001712	GB18372-PA
ENOG410V541	Basic transcription factor 3-like 4	ENSPTRP00000001264	GB13433-PA
ENOG410V548	B-cell CLL lymphoma 11B (zinc finger protein)	ENSPTRP00000042480, ENSPTRP00000052505	GB11779-PA
ENOG410V54F	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase	ENSPTRP00000012898	GB14437-PA
ENOG410V54M	heterogeneous nuclear ribonucleoprotein	ENSPTRP00000032472, ENSPTRP00000021657, ENSPTRP00000054640, ENSPTRP00000048316, ENSPTRP00000060941	GB11598-PA
ENOG410V54K	Nardilysin, N-arginine dibasic convertase	ENSPTRP00000001256, ENSPTRP00000050516	GB19484-PA, GB19863-PA
ENOG410V54H	Mitochondrial calcium uptake 1	ENSPTRP00000004539	GB13828-PA, GB30582-RA_2
ENOG410V54V	recombination signal binding protein for immunoglobulin kappa J	ENSPTRP00000023259, ENSPTRP00000044315	GB11411-PA
ENOG410V54T	transglutaminase	ENSPTRP00000022554, ENSPTRP00000044778, ENSPTRP00000025565, ENSPTRP00000058741, ENSPTRP00000023150, ENSPTRP00000010543, ENSPTRP00000030210, ENSPTRP00000022553	GB10917-PA, GB11241-PA
ENOG410V54S	SCY1-like 2 (S. cerevisiae)	ENSPTRP00000009083	GB20109-PA
ENOG410V54P	ribosomal protein S15	ENSPTRP00000000955	GB15819-PA
ENOG410V54Z	eukaryotic translation initiation factor 4E family member 2	ENSPTRP00000022300	GB11528-PA
ENOG410V54X	Potassium channel subfamily K member	ENSPTRP00000035253, ENSPTRP00000023236, ENSPTRP00000020172	GB18297-PA, GB13787-PA
ENOG410VA9D	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	ENSPTRP00000011377	GB15095-PA
ENOG410VA9F	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member	ENSPTRP00000025654, ENSPTRP00000008650	GB17902-PA
ENOG410VA9B	ADP-ribosylation factor-like 16	ENSPTRP00000050878	GB15129-PA
ENOG410VA9T	Zinc finger, FYVE domain containing	ENSPTRP00000001265, ENSPTRP00000029169	GB14697-PA
ENOG410VA9P	autophagy related 5	ENSPTRP00000031526	GB16402-PA
ENOG410VA9Y	TBC1 domain family, member 13	ENSPTRP00000036659	GB13802-PA
ENOG410VA9X	methylcrotonoyl-CoA carboxylase 2 (beta)	ENSPTRP00000029062	GB19981-PA
ENOG410V7D9	attractin	ENSPTRP00000022609, ENSPTRP00000039368	GB17759-PA
ENOG410V6EY	Homeobox B7	ENSPTRP00000015906	GB18813-PA
ENOG410V6ES	Cytohesin	ENSPTRP00000032293, ENSPTRP00000019281, ENSPTRP00000052695	GB14581-PA, GB16727-PA
ENOG410V6EE	Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	ENSPTRP00000032336	GB18554-PA
ENOG410V6MF	GINS complex subunit 1 (Psf1 homolog)	ENSPTRP00000022872	GB19459-PA
ENOG410V6MD	FERM domain containing	ENSPTRP00000011978, ENSPTRP00000057913	GB14573-PA
ENOG410V6MB	diphthamide biosynthesis protein 1	ENSPTRP00000014578	GB14799-PA
ENOG410V6MK	vacuolar protein sorting 36 homolog (S. cerevisiae)	ENSPTRP00000010034	GB11782-PA
ENOG410V6MI	glucose-6-phosphate isomerase	ENSPTRP00000044721	GB16429-PA
ENOG410V6MW	Serine hydrolase-like	ENSPTRP00000024904	GB19986-PA
ENOG410V6MU	Ca -dependent secretion activator	ENSPTRP00000026028, ENSPTRP00000057249	GB10264-PA
ENOG410V6MS	Smad nuclear interacting protein 1	ENSPTRP00000000966	GB14184-PA
ENOG410V6MY	centrosomal protein 135kDa	ENSPTRP00000027649	GB19598-PA
ENOG410V6M7	map-kinase activating death domain	ENSPTRP00000039153	GB18322-PA
ENOG410V6M4	CDC14 cell division cycle 14 homolog	ENSPTRP00000046055, ENSPTRP00000040154	GB10224-PA, GB14237-PA
ENOG410V6M9	Catenin (Cadherin-associated protein), delta	ENSPTRP00000059009, ENSPTRP00000046318, ENSPTRP00000028705, ENSPTRP00000021468	GB30504-PA, GB19511-PA, GB30128-PA
ENOG410VBP3	nucleoporin 62kDa	ENSPTRP00000039372, ENSPTRP00000019448	GB10977-PA
ENOG410VBPF	sorting nexin 25	ENSPTRP00000055338	GB19278-PA
ENOG410VBPM	Adaptor-related protein complex 3, delta 1 subunit	ENSPTRP00000017377	GB11885-PA
ENOG410VBPN	Polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa	ENSPTRP00000022787	GB10661-PA
ENOG410VBPT	outer dense fiber of sperm tails	ENSPTRP00000048350	GB14454-PA
ENOG410VBPQ	Alkylglycerol monooxygenase	ENSPTRP00000045981	GB12597-PA, GB18268-PA
ENOG410VBPY	transmembrane protein 164	ENSPTRP00000038181	GB18878-PA
ENOG410VBPX	Suppressor of cytokine signaling 6	ENSPTRP00000017168	GB17222-PA
ENOG410V7PU	La ribonucleoprotein domain family member	ENSPTRP00000029804, ENSPTRP00000040974	GB16110-PA
ENOG410VBX6	eukaryotic translation initiation factor 2B, subunit 1 alpha	ENSPTRP00000009527	GB11975-PA
ENOG410VKSS	mitochondrial pyruvate carrier 1	ENSPTRP00000045379	GB10926-PA
ENOG410VBXQ	Meprin A, alpha (PABA peptide hydrolase)	ENSPTRP00000031170	GB19474-PA
ENOG410VBXI	Craniofacial development protein 1	ENSPTRP00000014270	GB10848-PA
ENOG410VBXK	Family with sequence similarity 125, member B	ENSPTRP00000036528	GB13727-PA
ENOG410V7U7	Peroxisomal biogenesis factor 1	ENSPTRP00000047858	GB17159-PA
ENOG410V4M8	Rho GTPase activating protein 20	ENSPTRP00000007329	GB14721-PA
ENOG410V4MM	Metaxin 3	ENSPTRP00000060110, ENSPTRP00000002390	GB17146-PA
ENOG410V4ME	Cyclin-dependent kinase 20	ENSPTRP00000036043	GB19432-PA
ENOG410VMDI	ATPase, H transporting, lysosomal 9kDa, V0 subunit e1	ENSPTRP00000033994, ENSPTRP00000047847	GB18948-PA
ENOG410VMD3	Thioredoxin domain containing 17	ENSPTRP00000014752	GB11372-PA
ENOG410WIRF	lysine (K)-specific demethylase	ENSPTRP00000042061, ENSPTRP00000017561	GB13056-PA
ENOG410V6ZK	Component of the BRCA1-A complex, a complex that specifically recognizes 'Lys-63'-linked ubiquitinated histones H2A and H2AX at DNA lesions sites, leading to target the brca1-bard1 heterodimer to sites of DNA damage at double-strand breaks (DSBs). The BRCA1-A complex also possesses deubiquitinase activity that specifically removes 'Lys-63'-linked ubiquitin on histones H2A and H2AX. In the BRCA1-A complex, it is required for the complex integrity and its localization at DSBs. Probably also plays a role as a component of the BRISC complex, a multiprotein complex that specifically cleaves 'Lys-63'-linked ubiquitin. In these 2 complexes, it is probably required to maintain the stability of BRE BRCC45 and help the 'Lys-63'-linked deubiquitinase activity mediated by brcc3 brcc36 component	ENSPTRP00000018199	GB14911-PA
ENOG410V6ZZ	Ubiquitin-like modifier activating enzyme 5	ENSPTRP00000040235	GB10830-PA
ENOG410V6Z7	DnaJ (Hsp40) homolog, subfamily	ENSPTRP00000004535, ENSPTRP00000028018, ENSPTRP00000029575	GB19680-PA
ENOG410V6Z6	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	ENSPTRP00000022182	GB17012-PA
ENOG410V6Z3	CD9 molecule	ENSPTRP00000007803	GB16746-PA
ENOG410V6Z8	Biotinidase	ENSPTRP00000025305, ENSPTRP00000040807, ENSPTRP00000031770	GB16732-PA, GB19799-PA, GB18904-PA
ENOG410VBE2	Testis expressed 9	ENSPTRP00000012143	GB30544-PA, GB19415-PA
ENOG410VBE4	IQ motif and Sec7 domain	ENSPTRP00000025258, ENSPTRP00000025257	GB14817-PA
ENOG410VBE5	Membrane-bound transcription factor peptidase, site 1	ENSPTRP00000014348	GB12105-PA
ENOG410VBEV	ubiquitin-conjugating enzyme	ENSPTRP00000009000	GB19498-PA
ENOG410VBEG	transforming acidic coiled-coil containing protein	ENSPTRP00000027263, ENSPTRP00000005322, ENSPTRP00000034547	GB13497-PA
