ortholog	function	Homo_sapiens	Pan_troglodytes
ENOG410VBIP	Synovial apoptosis inhibitor 1, synoviolin	ENSP00000366395	ENSPTRP00000006667
ENOG410VBIQ	AarF domain containing kinase	ENSP00000355739, ENSP00000315118	ENSPTRP00000043784, ENSPTRP00000056495
ENOG410WC57	Unknown	ENSP00000429518	ENSPTRP00000061155
ENOG410WC59	Unknown	ENSP00000426826	ENSPTRP00000059818
ENOG410VGJX	Microsomal glutathione S-transferase	ENSP00000010404	ENSPTRP00000008084
ENOG410VGJY	Unknown	ENSP00000324834	ENSPTRP00000044022
ENOG410VGJ4	Zinc finger protein 454	ENSP00000326249	ENSPTRP00000030085
ENOG410VGJ5	microfibrillar associated protein 5	ENSP00000352455	ENSPTRP00000043944
ENOG410WI9G	Eukaryotic translation initiation factor 2-alpha kinase	ENSP00000199389	ENSPTRP00000032290
ENOG410V4XU	Impact homolog (mouse)	ENSP00000284202	ENSPTRP00000016887
ENOG410V4XN	Filamin A, alpha	ENSP00000472325, ENSP00000358866, ENSP00000327145, ENSP00000420213	ENSPTRP00000047638, ENSPTRP00000042410
ENOG410V4XM	WD and tetratricopeptide repeats 1	ENSP00000355317	ENSPTRP00000000703
ENOG410V4XC	Zinc finger protein	ENSP00000307746	ENSPTRP00000043057
ENOG410V4XB	receptor	ENSP00000299766, ENSP00000243911, ENSP00000318077, ENSP00000333821	ENSPTRP00000057670, ENSPTRP00000023471, ENSPTRP00000017101
ENOG410V4XD	Olfactory receptor	ENSP00000386208, ENSP00000386209, ENSP00000386137, ENSP00000386175, ENSP00000375334	ENSPTRP00000058785, ENSPTRP00000060290, ENSPTRP00000059948, ENSPTRP00000060457
ENOG410VHF1	Small nuclear ribonucleoprotein D3 polypeptide 18kDa	ENSP00000215829	ENSPTRP00000024409
ENOG410VHF3	eva-1 homolog B (C. elegans)	ENSP00000270824	ENSPTRP00000000946
ENOG410VHFY	EF-hand calcium binding domain 11	ENSP00000326267	ENSPTRP00000011268
ENOG410VHFX	Transmembrane protein 60	ENSP00000257663	ENSPTRP00000033075
ENOG410VHFU	Family with sequence similarity 71, member E1	ENSP00000270620	ENSPTRP00000019482
ENOG410VHFT	epithelial mitogen homolog (mouse)	ENSP00000330375	ENSPTRP00000027782
ENOG410VHFW	Functions as transport protein in the blood stream. Binds various ligands in the interior of its beta-barrel domain (By similarity). Appears to function in modulating the activity of the immune system during the acute-phase reaction	ENSP00000394936, ENSP00000259396	ENSPTRP00000060918
ENOG410VHFV	oral cancer overexpressed 1	ENSP00000279147	ENSPTRP00000006876
ENOG410VHFS	Ubiquitin A-52 residue ribosomal protein fusion product 1	ENSP00000388107	ENSPTRP00000060271
ENOG410VHFR	ATPase, H transporting, lysosomal 16kDa, V0 subunit c	ENSP00000329757	ENSPTRP00000013077
ENOG410VHFI	Family with sequence similarity 183, member	ENSP00000334415, ENSP00000386657	ENSPTRP00000048043, ENSPTRP00000001077
ENOG410VHFK	CGRP receptor component	ENSP00000378736	ENSPTRP00000032889
ENOG410VHFG	chemokine (C-X-C motif) ligand 16	ENSP00000293778	ENSPTRP00000014690
ENOG410VHFF	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	ENSP00000365159	ENSPTRP00000036025
ENOG410VHFA	calmodulin-like 4	ENSP00000419081	ENSPTRP00000058195
ENOG410VHFB	40S ribosomal protein S24	ENSP00000414321	ENSPTRP00000042761
ENOG410VN28	defensin beta	ENSP00000335538	ENSPTRP00000061345, ENSPTRP00000027407
ENOG410VN2Y	sperm protein associated with the nucleus on the X chromosome N4-like	ENSP00000405210	ENSPTRP00000038489
ENOG410VN2B	sperm associated antigen	ENSP00000381480	ENSPTRP00000055544
ENOG410WG2D	Heat shock protein family B (Small), member 11	ENSP00000194214	ENSPTRP00000001313
ENOG410WJDH	pregnancy-associated plasma protein A, pappalysin 1	ENSP00000330658	ENSPTRP00000036386
ENOG410V8E4	DEAD (Asp-Glu-Ala-Asp) box helicase 56	ENSP00000258772	ENSPTRP00000032712
ENOG410V8E5	Sel-1 suppressor of lin-12-like	ENSP00000337053, ENSP00000284951	ENSPTRP00000011221, ENSPTRP00000040464
ENOG410V8E6	microphthalmia-associated transcription factor	ENSP00000295600	ENSPTRP00000026065
ENOG410V8E0	methyltransferase like 5	ENSP00000260953	ENSPTRP00000021561
ENOG410V8E1	rab15 effector protein	ENSP00000310335	ENSPTRP00000008181
ENOG410V8E2	Small nuclear ribonucleoprotein-associated protein	ENSP00000412566, ENSP00000306223	ENSPTRP00000011663, ENSPTRP00000059297
ENOG410V8E3	nrde-2 necessary for RNA interference, domain containing	ENSP00000346335	ENSPTRP00000052537
ENOG410V8E8	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase	ENSP00000321239	ENSPTRP00000027787
ENOG410V8E9	Estrogen receptor 2 (ER beta)	ENSP00000343925	ENSPTRP00000010911
ENOG410V8EW	ras-related GTP binding	ENSP00000369899, ENSP00000262850	ENSPTRP00000035579, ENSPTRP00000047390
ENOG410V8EP	mirror-image polydactyly 1	ENSP00000333539	ENSPTRP00000041231
ENOG410V8EQ	kiaa0430	ENSP00000379654	ENSPTRP00000013317
ENOG410V8ER	D-aspartate oxidase	ENSP00000357920, ENSP00000228476	ENSPTRP00000009181, ENSPTRP00000031589
ENOG410V8ES	lymphoblastic leukemia derived sequence 1	ENSP00000264824	ENSPTRP00000018017
ENOG410V8EX	Abhydrolase domain containing	ENSP00000365725, ENSP00000336693	ENSPTRP00000010741, ENSPTRP00000022871
ENOG410V8EY	Olfactory receptor, family 51, subfamily	ENSP00000380153, ENSP00000380155	ENSPTRP00000048289, ENSPTRP00000005681
ENOG410V8ED	insulin-like growth factor 2 mRNA binding protein	ENSP00000290341, ENSP00000258729, ENSP00000371634	ENSPTRP00000050908, ENSPTRP00000032446, ENSPTRP00000015920
ENOG410V8EE	coiled-coil domain containing 30	ENSP00000339280	ENSPTRP00000001054
ENOG410V8EF	tektin 5	ENSP00000283025, ENSP00000295201, ENSP00000341346, ENSP00000343995, ENSP00000455769	ENSPTRP00000020920, ENSPTRP00000014989, ENSPTRP00000013246, ENSPTRP00000014762
ENOG410V8EA	chromosome 16 open reading frame 78	ENSP00000299191	ENSPTRP00000013825
ENOG410V8EB	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	ENSP00000216797	ENSPTRP00000010634
ENOG410V8EC	Nucleoporin 35kDa	ENSP00000295119	ENSPTRP00000021737
ENOG410V8EM	transforming growth factor, beta receptor associated protein 1	ENSP00000258449	ENSPTRP00000021088
ENOG410V8EN	Malignant fibrous histiocytoma amplified sequence 1	ENSP00000276282	ENSPTRP00000034204
ENOG410V8EI	NIMA-related kinase	ENSP00000356355, ENSP00000362702	ENSPTRP00000003028, ENSPTRP00000036488
ENOG410V8EJ	Vaccinia related kinase 3	ENSP00000324636	ENSPTRP00000019459
ENOG410V8EK	homeobox A13	ENSP00000222753	ENSPTRP00000048099
ENOG410VPEZ	Interleukin 32	ENSP00000324742	ENSPTRP00000013124
ENOG410VPER	chromosome 7 open reading frame	ENSP00000304071	ENSPTRP00000033964
ENOG410VD8I	ring finger protein 135	ENSP00000328340	ENSPTRP00000015306
ENOG410VD8H	family with sequence similarity 124A	ENSP00000280057	ENSPTRP00000053501
ENOG410VD8N	zinc finger and BTB domain containing 20	ENSP00000419153	ENSPTRP00000043747
ENOG410VD8M	dickkopf-like 1	ENSP00000221498	ENSPTRP00000019382
ENOG410VD8C	C2cd2-like	ENSP00000338885	ENSPTRP00000040890
ENOG410VD8B	melanocortin 2 receptor accessory protein 2	ENSP00000257776	ENSPTRP00000031418
ENOG410VD8D	family with sequence similarity 210, member B	ENSP00000360437	ENSPTRP00000023473
ENOG410VD8Z	SPRY domain containing 7	ENSP00000354774	ENSPTRP00000042045
ENOG410VD8Y	peptidoglycan-binding, domain containing 3	ENSP00000451382, ENSP00000314518	ENSPTRP00000029213
ENOG410VD8X	ligand dependent nuclear receptor corepressor-like	ENSP00000371661	ENSPTRP00000053674
ENOG410VD8S	interleukin 28 receptor, alpha (interferon, lambda receptor)	ENSP00000327824	ENSPTRP00000041109
ENOG410VD8R	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)	ENSP00000344393	ENSPTRP00000011102
ENOG410VD8Q	von Hippel-Lindau binding protein 1	ENSP00000472021, ENSP00000286428	ENSPTRP00000038725
ENOG410VD8P	G protein-coupled receptor 18	ENSP00000343428	ENSPTRP00000045534
ENOG410VD8W	Peptidase inhibitor 15	ENSP00000260113	ENSPTRP00000034834
ENOG410VD8V	THUMP domain containing 2	ENSP00000423933	ENSPTRP00000020361
ENOG410VD8U	coagulation factor II (thrombin)	ENSP00000308541	ENSPTRP00000006168
ENOG410VD8T	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSP00000360997, ENSP00000456186	ENSPTRP00000038877
ENOG410VD88	Chromosome X open reading frame 56	ENSP00000360652	ENSPTRP00000061342
ENOG410VD83	Oligosaccharyltransferase complex subunit	ENSP00000354676	ENSPTRP00000058494, ENSPTRP00000042964
ENOG410VD80	NLR family, pyrin domain containing	ENSP00000299481, ENSP00000301295, ENSP00000331857	ENSPTRP00000005793, ENSPTRP00000019820, ENSPTRP00000038834
ENOG410VD87	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	ENSP00000366549	ENSPTRP00000020834
ENOG410VD86	Leucine rich repeat and fibronectin type III domain containing 4	ENSP00000312535	ENSPTRP00000059190
ENOG410VD85	t-SNARE domain containing 1	ENSP00000303437	ENSPTRP00000053028
ENOG410VCAV	Interferon regulatory factor 2 binding	ENSP00000238647, ENSP00000307265	ENSPTRP00000052559, ENSPTRP00000019178
ENOG410WIKQ	CCAAT enhancer binding protein (C EBP), epsilon	ENSP00000206513	ENSPTRP00000010446
ENOG410WIKI	Regulator of the Hippo SWH (Sav Wts Hpo) signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki) oncoprotein. Kibra acts synergistically along with Ex and Mer to regulate the Hippo signaling pathway	ENSP00000370242	ENSPTRP00000039168
ENOG410WIKJ	membrane associated guanylate kinase, WW and PDZ domain containing	ENSP00000346151	ENSPTRP00000033085
ENOG410WIKB	sortilin-related VPS10 domain containing receptor 1	ENSP00000345964	ENSPTRP00000005170
ENOG410WIKC	Sortilin 1	ENSP00000256637	ENSPTRP00000001807
ENOG410VFC1	keratin 9	ENSP00000246662	ENSPTRP00000015619
ENOG410VFCD	alpha 1,4-galactosyltransferase	ENSP00000249005	ENSPTRP00000054880
ENOG410VFCG	protease, serine, 12 (neurotrypsin, motopsin)	ENSP00000296498	ENSPTRP00000028150
ENOG410VG5J	Zinc finger protein 485	ENSP00000354694	ENSPTRP00000044773
ENOG410VG5I	Armadillo repeat containing, X-linked 2	ENSP00000468899, ENSP00000328631	ENSPTRP00000038041
ENOG410VG5H	cell division cycle associated 5	ENSP00000275517	ENSPTRP00000043178
ENOG410VG5A	K04658 noggin	ENSP00000328181	ENSPTRP00000016018
ENOG410VIJV	kinocilin	ENSP00000379607	ENSPTRP00000001209
ENOG410VIJW	Small nuclear ribonucleoprotein D1 polypeptide 16kDa	ENSP00000300413	ENSPTRP00000016853
ENOG410WGAP	laminin, gamma 2	ENSP00000264144	ENSPTRP00000002941
ENOG410WGAS	Laminin, alpha 4	ENSP00000230538, ENSP00000462974	ENSPTRP00000031624
ENOG410V7IW	Angiotensinogen (Serpin peptidase inhibitor, clade A, member 8)	ENSP00000355627	ENSPTRP00000003543
ENOG410V7IY	Interleukin-1 receptor-associated kinase 4	ENSP00000390651	ENSPTRP00000008285
ENOG410V7IX	Oxysterol binding protein	ENSP00000263847, ENSP00000332576	ENSPTRP00000006371, ENSPTRP00000024547
ENOG410V7IF	Coiled-coil domain containing 6	ENSP00000263102	ENSPTRP00000039794
ENOG410V7IM	Nucleoporin 160kDa	ENSP00000367721	ENSPTRP00000048096
ENOG410V7II	Protocadherin	ENSP00000287008, ENSP00000441802	ENSPTRP00000060124, ENSPTRP00000027496
ENOG410V7IH	Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing, translation regulation, nonsense-mediated mRNA decay, RNA-mediated gene silencing (RNAi) by microRNAs (miRNAs) and mRNA export. The CBC complex is involved in mRNA export from the nucleus via its interaction with ALYREF THOC4 ALY, leading to the recruitment of the mRNA export machinery to the 5' end of mRNA and to mRNA export in a 5' to 3' direction through the nuclear pore. The CBC complex is also involved in mediating U snRNA and intronless mRNAs export from the nucleus. The CBC complex is essential for a pioneer round of mRNA translation, before steady state translation when the CBC complex is replaced by cytoplasmic cap-binding protein eIF4E. The pioneer round of mRNA translation mediated by the CBC complex plays a central role in nonsense-mediated mRNA decay (NMD), NMD only taking place in mRNAs bound to the CBC complex, but not on eIF4E-bound mRNAs. The CBC complex enhances NMD in mRNAs containing at least one exon-junction complex (EJC) via its interaction with UPF1, promoting the interaction between UPF1 and UPF2. The CBC complex is also involved in 'failsafe' NMD, which is independent of the EJC complex, while it does not participate in Staufen-mediated mRNA decay (SMD). During cell proliferation, the CBC complex is also involved in microRNAs (miRNAs) biogenesis via its interaction with SRRT ARS2, thereby being required for miRNA- mediated RNA interference. The CBC complex also acts as a negative regulator of PARN, thereby acting as an inhibitor of mRNA deadenylation. In the CBC complex, NCBP2 CBP20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires NCBP1 CBP80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure	ENSP00000326806	ENSPTRP00000027166
ENOG410V7I2	G protein-coupled receptor 19	ENSP00000333744	ENSPTRP00000050427
ENOG410VCV8	Cd6 molecule	ENSP00000323280	ENSPTRP00000006415
ENOG410VCV2	Solute carrier family 4 (Anion exchanger), member 1, adaptor protein	ENSP00000323837	ENSPTRP00000020230
ENOG410VCV3	chromosome 4 open reading frame 50	ENSP00000437121	ENSPTRP00000027357
ENOG410VCV1	MTERF domain containing 2	ENSP00000241527	ENSPTRP00000022459
ENOG410VCV6	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	ENSP00000046794	ENSPTRP00000029923
ENOG410VCV4	Initiates blood coagulation by forming a complex with circulating factor VII or VIIa. The TF VIIa complex activates factors IX or X by specific limited protolysis. TF plays a role in normal hemostasis by initiating the cell-surface assembly and propagation of the coagulation protease cascade	ENSP00000334145	ENSPTRP00000040007
ENOG410VCVK	thrombomodulin	ENSP00000366307	ENSPTRP00000022833
ENOG410VCVH	olfactory receptor, family 2, subfamily C, member	ENSP00000355443	ENSPTRP00000003730
ENOG410VCVI	Fucose-1-phosphate guanylyltransferase	ENSP00000359935	ENSPTRP00000052186
ENOG410VCVN	Secreted frizzled-related protein 2	ENSP00000274063	ENSPTRP00000028381
ENOG410VCVC	Cerebral dopamine neurotrophic factor	ENSP00000419395	ENSPTRP00000003912
ENOG410VCVA	RAD51 homolog D (S. cerevisiae)	ENSP00000466399	ENSPTRP00000046398
ENOG410VCVF	Mitochondrial fission process 1	ENSP00000266263	ENSPTRP00000039193
ENOG410VCVD	migration and invasion inhibitory protein	ENSP00000235332	ENSPTRP00000000306
ENOG410VCVW	dyslexia susceptibility 1 candidate 1	ENSP00000323275	ENSPTRP00000012133
ENOG410VCVU	G protein-coupled receptor, family C, group 5, member D	ENSP00000228887	ENSPTRP00000008049
ENOG410VDIN	ring finger protein 214	ENSP00000300650	ENSPTRP00000007413
ENOG410VIJ4	ACN9 homolog (S. cerevisiae)	ENSP00000414066	ENSPTRP00000047828
ENOG410V5UC	Hook homolog	ENSP00000360252, ENSP00000305699, ENSP00000380785	ENSPTRP00000034620, ENSPTRP00000001371, ENSPTRP00000059756
ENOG410V5UM	Leucine-rich repeat kinase	ENSP00000373600, ENSP00000298910	ENSPTRP00000012830, ENSPTRP00000008254
ENOG410V5UK	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1	ENSP00000260361	ENSPTRP00000011848
ENOG410VHS3	ubiquitin-like 4B	ENSP00000334044	ENSPTRP00000051843
ENOG410VHS6	chromosome 17 open reading frame 99	ENSP00000343493	ENSPTRP00000061330
ENOG410VHS5	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	ENSP00000274764	ENSPTRP00000030374
ENOG410VHSS	ubiquitin-like 3	ENSP00000370055	ENSPTRP00000058837
ENOG410VHSV	Transmembrane protein 42	ENSP00000306564	ENSPTRP00000025564
ENOG410VHSU	BPI fold containing family A, member 2	ENSP00000253362	ENSPTRP00000042215
ENOG410VHSX	CD3d molecule, delta (CD3-TCR complex)	ENSP00000300692	ENSPTRP00000007442
ENOG410VHSG	PDGFA associated protein 1	ENSP00000222968	ENSPTRP00000061241
ENOG410VHSK	chromosome 8 open reading frame 42	ENSP00000315111	ENSPTRP00000034149
ENOG410VHSH	fatty acid binding protein 7, brain	ENSP00000357429	ENSPTRP00000031694
ENOG410V5U9	G protein-coupled receptor 65	ENSP00000267549	ENSPTRP00000011227
ENOG410VA1Z	chromosome 4 open reading frame 29	ENSP00000381937	ENSPTRP00000028222
ENOG410VA1U	transmembrane and coiled-coil domains 4	ENSP00000294543	ENSPTRP00000000476
ENOG410V5U8	Zinc finger and BTB domain containing 40	ENSP00000364798	ENSPTRP00000000552
ENOG410VA1W	zinc finger and SCAN domain containing	ENSP00000321963	ENSPTRP00000019900
ENOG410VA1Q	recombination activating gene 1	ENSP00000299440	ENSPTRP00000006099
ENOG410VA1K	G protein-coupled receptor 144	ENSP00000335156	ENSPTRP00000036493
ENOG410VA1E	potassium inwardly-rectifying channel, subfamily J, member 10	ENSP00000357068	ENSPTRP00000051685
ENOG410VA1A	G- protein-coupled receptor	ENSP00000303149, ENSP00000297146, ENSP00000331600	ENSPTRP00000047400, ENSPTRP00000033569
ENOG410VYX4	Chromosome 6 open reading frame	ENSP00000296847	ENSPTRP00000050644
ENOG410VBT2	family with sequence similarity 57, member B	ENSP00000369863	ENSPTRP00000013647
ENOG410VBYK	DMRT-like family B with proline-rich C-terminal, 1	ENSP00000360500	ENSPTRP00000001298
ENOG410WFEU	sorting nexin 14	ENSP00000313121	ENSPTRP00000031426
ENOG410WFET	sorting nexin 16	ENSP00000322652	ENSPTRP00000034863
ENOG410WFEY	Sorting nexin 13	ENSP00000398789	ENSPTRP00000032385
ENOG410WFEE	Sorting nexin 15	ENSP00000366452	ENSPTRP00000006647
ENOG410WFEF	Sorting nexin 22	ENSP00000323435	ENSPTRP00000012235
ENOG410WFEK	sorting nexin 20	ENSP00000332062	ENSPTRP00000013835
ENOG410WFEM	sorting nexin family member 21	ENSP00000418593	ENSPTRP00000023308
ENOG410WFE5	mex3 homolog A (C. elegans)	ENSP00000432845	ENSPTRP00000051722
ENOG410VK8C	chemokine (C-C motif) ligand 5	ENSP00000293272	ENSPTRP00000015404
ENOG410V4Y4	ankyrin repeat domain 61	ENSP00000386502	ENSPTRP00000032291
ENOG410V4Y5	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	ENSP00000258648	ENSPTRP00000009971
ENOG410V4Y6	Zinc finger protein 365	ENSP00000387091	ENSPTRP00000050655
ENOG410V4Y0	Homeodomain interacting protein kinase	ENSP00000291823, ENSP00000358571, ENSP00000304226, ENSP00000385571	ENSPTRP00000001943, ENSPTRP00000006052, ENSPTRP00000018861, ENSPTRP00000033846
ENOG410V4Y1	potassium channel tetramerisation domain containing	ENSP00000408405, ENSP00000394390	ENSPTRP00000018504, ENSPTRP00000016897
ENOG410V4Y2	Interferon-induced protein	ENSP00000359787, ENSP00000359783	ENSPTRP00000001546, ENSPTRP00000001544
ENOG410V4Y3	chromosome 7 open reading frame 31	ENSP00000283905	ENSPTRP00000032466
ENOG410V4Y8	SH2B adaptor protein 3	ENSP00000345492	ENSPTRP00000009268
ENOG410V4Y9	ARP8 actin-related protein 8 homolog (yeast)	ENSP00000336842	ENSPTRP00000025963
ENOG410V4YD	Lim homeobox	ENSP00000356357, ENSP00000362717	ENSPTRP00000036487, ENSPTRP00000003025
ENOG410V4YE	Dynein, axonemal, heavy chain	ENSP00000237449, ENSP00000261383, ENSP00000401514, ENSP00000311273, ENSP00000373825	ENSPTRP00000021815, ENSPTRP00000051876, ENSPTRP00000013404, ENSPTRP00000014844, ENSPTRP00000025896
ENOG410V4YF	phosducin-like 2	ENSP00000295645	ENSPTRP00000027644
ENOG410V4YG	WD repeat domain 20	ENSP00000406084, ENSP00000270223	ENSPTRP00000048611, ENSPTRP00000011490
ENOG410V4YA	G- protein-coupled receptor	ENSP00000358233, ENSP00000463624, ENSP00000461974, ENSP00000319673, ENSP00000399563	ENSPTRP00000002068
ENOG410V4YB	purinergic receptor P2X, ligand-gated ion channel, 2	ENSP00000343339	ENSPTRP00000058740
